File Name,Score
b7p7,3.4706573486328125
b55p55,4.10480260848999
b65p65,5.3655476570129395
b61p61,6.097792625427246
b9p9,4.691581726074219
b31p31,4.836031436920166
b36p36,5.135985374450684
b20p20,5.2027058601379395
b3p3,3.022854804992676
b42p42,4.363072872161865
b5p5,2.8660850524902344
b52p52,3.1189117431640625
b13p13,4.200153827667236
b70p70,4.24284029006958
b11p11,5.703250408172607
b12p12,4.156883716583252
b32p32,5.825348377227783
b34p34,6.170742511749268
b27p27,5.085145473480225
b14p14,4.726462364196777
b54p54,5.266974925994873
b24p24,4.14966344833374
b45p45,4.232583999633789
b46p46,5.937380313873291
b62p62,3.7302393913269043
b10p10,4.265992641448975
b64p64,4.332685947418213
b17p17,2.3955907821655273
b41p41,4.578181266784668
b21p21,3.8035998344421387
b8p8,5.214529991149902
b50p50,5.087007522583008
b69p69,4.800430774688721
b59p59,3.7795701026916504
b56p56,4.680184364318848
b18p18,5.601342678070068
b63p63,4.133373737335205
b57p57,3.5426993370056152
b38p38,6.224369049072266
b25p25,4.947638988494873
b49p49,5.344241619110107
b68p68,2.7993645668029785
b15p15,5.310787677764893
b44p44,4.598498344421387
b23p23,3.524728298187256
b40p40,5.04324197769165
b39p39,5.862530708312988
b6p6,4.336430549621582
b35p35,4.710875511169434
b22p22,4.305751800537109
b28p28,4.884594440460205
b53p53,5.065123558044434
b48p48,4.179555416107178
b47p47,5.2983784675598145
b30p30,4.992611885070801
b4p4,3.532982349395752
b67p67,4.084728717803955
b58p58,6.818187713623047
b66p66,4.253073215484619
b26p26,4.391829013824463
b43p43,2.5646023750305176
b1p1,6.609006404876709
b16p16,3.878920316696167
b51p51,5.2704997062683105
b33p33,4.691195011138916
b2p2,4.990170955657959
b60p60,4.5403265953063965
b29p29,3.04160213470459
b19p19,5.1654510498046875
b37p37,5.256289005279541
